snippet_id,entry_id,date,actor_type,actor_name,country,url,matched_paragraph,matched_group1,matched_group2,regulatory_tool,position,argument_type,notes
19,100,14 October 2025,Business association,AMETIC,Spain,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088724_en,"ing  uses  that 
meet  evolving  customer  expectations  for  AI  interactions.  Specifications  through  the 
harmonized standards will be key to promoting compliance certainly in a risk-balanced 
manner.  

Streamline and harmonize enforcement 

The  Issue:  National  Market  Surveillance  Authorities  (MSAs)  will  enforce  non-GPAI 
provisions. Different individual MSAs will need to decide how to regulate a specific use 
case, even if the same use case is provided in several member states. The AI Act does 
not oblige MSAs to align these activities. 

The Impact: MSAs’ discretion on how to regulate creates a significant risk of fragmented 
interpretations and enforcement across the EU. Similar use cases risk being subject to 
different AI Act provisions, depending on the MSA. This creates procedural duplication 
and bureaucratic hurdles, burdening the deployment of high-risk and low risk AI systems 
falling under Art. 50. 

Solution:  To  address  this,  we  suggest  amending  the  AI  Act  to  make  the  AI  Office 
responsible for enforcing requirements for low-risk AI systems that fall under Art. 50. This 
aligns with the AI Office's role of facilitating the development of a Code of Practice in this 
area.  For  high-risk  AI  systems,  where  sector-specific  expertise  is  needed,  we 
recommend  a  transparent  mechanism  for  mutual  recognition  of  MSAs'  decisions  to 
ensure consistent interpretation of requirements. 

Reduce reporting burdens and overlap with data protection impact assessments 

5 

 
 
 
AMETIC’s position on EU Digital Simplification Omnibus 
Feedback to the European Commission 
 October 2025 
Final version  

The Issue: Data Protection Impact Assessments (DPIAs) required by the GDPR are also 
covering AI-related issues and, thus, overlap with AI Act requirements. Article 27(4) AI 
Act  generally  allows  alignment  between  DPIA  and  the  AI  Act's  Fundamental  Rights 
Assessments (FRAs). 

The Impact: Depending on the decisions of individual enforcers, companies may need 
to  provide  overlapping  assessments,  increasing  compliance  burdens  without  adding 
value. 

Solution:  AI  providers  should  be  able  to  determine  whether  DPIAs  suffice  for  FRA 
requirements, reducing duplicate work while upholding comprehensive risk evaluation. 

About Data Acquis 

Simplification of rules under the Data Governance Act, Free Flow of Non",simplification,code of practice,GPAI_CoP,pro_simplification,regulatory_coherence,
20,110,14 October 2025,Academic/research Institution,The International Center for Law & Economics,United States,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088690_en,"We welcome the proposal to streamline overlapping horizontal and sector
specific obligations and 
reporting tools in order to  minimise  reporting burden. Under  the AI  Act,  the GDPR, the NIS2 
Directive, and multiple other legal frameworks, businesses and other institutions may face separate 
duties to report the same incident in differing ways.  

‑

C. 

‘The smooth application of the AI Act rules’ 

The  rush  to  regulate  artificial  intelligence  in  the  EU—combined  with  last-minute  changes  to  the 
legislative proposals made in response to ChatGPT’s emerging market success—resulted in legislation 
(the AI Act) that may significantly hamper the EU’s adoption of these pivotal technologies. As we 

 
 
ICLE COMMENTS, DIGITAL OMNIBUS  

PAGE 5 OF 9 

noted in our work on tech startups, compliance with the AI Act may divert significant resources 
from startups and stifle their development.2 

It is thus important to ensure that the AI Act’s provisions are enforced proportionately. This must 
include a careful evaluation of any guidelines and other documents meant to implement the law. AI 
Act implementation efforts to date, including drafting of the General Purpose AI Code of Practice, 
have not treated AI’s potential to improve European economic welfare with sufficient seriousness. 

III.  GDPR Simplification 

In the communication on “A Simpler and Faster Europe”, the Commission refers to “the broader 
assessment, during the first year of the mandate, of whether the expanded digital acquis adequately 
reflects  the  needs  and  constraints  of  businesses  such  as  SMEs  and  small  midcaps,  going  beyond 
necessary  guidance  and  standards  that  facilitate  compliance”.3  While  the  Commission  listed  the 
GDPR among the digital acquis that would be subject to assessment, the Digital Omnibus proposal’s 
published outline does not include any improvements to the GDPR. 

This omission represents a critical missed opportunity. While the GDPR’s substantive provisions 
aren't necessarily the core problem—as the regulation was intended to protect personal data while 
acknowledging the need to balance privacy with other fundamental rights and societal goals—the 
law’s enforcement structure has produced a disproportionate, absolutist interpretation of privacy 
law.  The  real  challenge  facing  European  businesses  is  not  merely  this  administrative  burd",digital omnibus; simplification,code of practice,GPAI_CoP,pro_deregulation,competitiveness,
21,114,14 October 2025,Business association,Ibec,Ireland,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088679_en,"Commission clarify 
its process of harmonization and its timeline. The Commission should be explicit that only those AI Act obligations that 
are additional to existing obligations in the MDR/IVDR will apply, and should clarify what those additional obligations 
are. 

•  Ensure coherence in application of the EU AI Act (and all digital regulation) at Member State level. Member states 
should complete the designation of regulators as a matter of urgency and prioritise transposition of the AI Act to meet 
the statutory deadlines in good time. In principle, AI (and all digital regulation) regulation should not commence in any 
member state before relevant laws are in place and the regulator(s) has been appointed and is adequately staffed.  

5 

 
 
Enforcement should be aligned, proportionate and sequenced after timely guidance. Supporting compliance should be 
the regulators' priority, sequenced ahead of enforcement.  This will be particularly important for operators not regulated 
by the AIO. 

•  Simplification should be a dynamic process and involve monitoring for any barriers to compliance so that these can 

be addressed in real time. 

•  Ensure implementation of the GP-AI Code of Practice is proportionate, aligns with the AI Act scope and 

requirements and supports wide adoption across the EU’s digital economy. The Code should not create uncertainty in 
the supply chain or a de facto means to create further legislation. Avoid legal uncertainty and overburdening of 
downstream entities. Fine-tuning requirements should focus on risk and model report updates should be limited to only 
when modification makes the previous report incorrect. 

•  Consider lifting compute thresholds for General-Purpose AI (GPAI) and ""systemic risk"" models higher, with a clear 

roadmap to eventually transition to capability-based assessments. 

•  Remove or reduce access to the source code of AI systemsxxx. Safeguard IP and reduce risks of data breaches and 

misuse. 

Safeguard security and 
IP 

6 

 
 
 
 
 
c)  Cybersecurity and resilience 

EU Legislation: 
Issues 
Coherence and 
consistencyxxxvi. Ibec 
support a single 
national reporting 
platform for 
streamlined incident 
reporting across 
relevant EU legislation 
(e.g., NIS2, GDPR, 
DORA).  

Transparency, 
proportionality, and 
efficiencyxl 

d)  Other 

EU Legislation: 
Issues 
Clarity, coherence, 
subsidiarity, certainty",simplification,code of practice,GPAI_CoP,pro_simplification,legal_certainty,
22,114,14 October 2025,Business association,Ibec,Ireland,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088679_en,"ansparency Register ID number 479468313744-50. 
ii Ibec (2025) Our Digital Ambition; as a co-founder of B9+ statements (Dublin, April 2024 – Amsterdam, 
March 2025) and as a member of BusinessEurope (2025) Simplifying the EU Digital Rulebook. 
iii Department of the Taoiseach (2025) Securing Ireland’s Future, D9+ (2024) Ministerial Declaration, 
Dublin and the EU Competitiveness Compass and “Omnibus” approach. 
iv K. Zenner, J. Scott Marcus and K. Sekut (2025) A dataset of EU legal and policy instruments for the digital 
world. 
v European Commission consultation: Simplification – digital package and omnibus 
vi The table reflects an example of this complexity in the frame of the EU content legislation. Certain 
companies must submit 8 different overlapping reporting obligations. These reports should be combined 
or at the very least have consistent taxonomy, timeframe and metrics: 

Transparency report 

Location 

EU DSA (VLOP/VLOSE report) 

Transparency Report Site 

EU DSA (non VLOP report) 

Transparency Report Site 

Information about Monthly Active 
Recipients under the DSA (EU DSA 
MAR) 

Transparency Report Site 

Cadence 

Bi-annual 

Annual 

Bi-annual 

Strengthened EU Code of Practice on 
Disinformation (EU CoP) 

Delivered directly to regulator; posted on EC 
Transparency Center 

Bi-annual 

EU Terrorist Content Online (EU TCO) 

Transparency Report Site 

Annual 

vii This would be in line with legislators' intention that these would provide companies with legal comfort 
and be a proxy for compliance. 
viii Data Act Regulation (EU) 2023/2854 
ix Data Governance Act Regulation (EU) 2022/868 
x ePrivacy Directive as amended 
xi General Data Protection Regulation (GDPR) EU 2016/679 
xii The definition of related services does not allow one to determine which software is subject to the data 
sharing mandates 
xiii A positive presumption for such transfers could be made when the company has self-certified 
adherence to appropriate safeguards. 
xiv Ibec (2025) Our digital ambition – for a competitive, productive and resilient economy. 
xv The list of cookie uses exempted from consent has become out of date and does not reflect how the 
internet works today and what uses have become essential to the operation of online services. 
xvi Article 24 GDPR 
xvii Article 30 GDPR - Regulation (EU) 2016/679 
xviii In addition to actions outlined in the Commission report on G",simplification,code of practice,GPAI_CoP,pro_simplification,regulatory_coherence,"CoP here refers to Disinformation CoP, not GPAI CoP — likely false positive"
23,134,14 October 2025,Business association,European Publishers Council,Belgium,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088597_en,"facilitate: 

a)  Clear guidance on the relationship between the AI Act and the Copyright and 
CDSM  Directives,  ensuring  that  content  used  for  training  general-purpose  AI 
systems complies with EU copyright law. Where rights have been reserved by 
publishers under the  TDM exception, AI developers must seek the necessary 
permission before using publishers’ content, and 

b)  Effective compliance tools, particularly for model transparency templates, which 
must be adapted to the needs of the publishing sector. If insufficient detail is 
provided for publishers to enforce their rights, these templates fail to meet legal 
requirements.  The  European  Commission  should,  at  a  minimum,  establish  a 
procedure enabling rightsholders to request further details from AI developers 
to determine whether their content has been used. 

Such  measures  would  enhance  legal  predictability  and  reinforce  Europe’s 
leadership in trustworthy, rights-respecting AI. 

We should not forget that publishers play a dual role: as users of AI systems, and, 
importantly, as rightsholders whose content is used extensively by AI developers. 
The Commission should therefore revise the GPAI Code of Practice, the obligations 
relating to the training data summary template, and the GPAI guidelines to ensure 
effective enforcement of Article 53, strengthen legal certainty, and align them with 
the  EU’s  wider  digital  framework,  while  properly  reflecting  the  concerns  of 
publishers that were largely overlooked in earlier discussions. 

2.   Transparency and Accountability 

In  the  context  of  the  Digital  Omnibus,  measures  should  prioritise  simplification, 
coherence, and proportionality across the digital regulatory framework. The goal 
must be to ensure that transparency rules reinforce trust and accountability without 
imposing  unnecessary 
duplicating  obligations,  creating 
burdens on publishers and other media actors. 

inconsistencies,  or 

a)  Editorial Transparency and Independence: Transparency rules under the 
AI  Act  must  clearly  distinguish  between  AI  outputs  created  under  human 
editorial  control  and  fully  autonomous  AI-generated  content.  Publishers 
already  operate  within  robust  editorial  responsibility  and  legal  liability 

  13 

 
 
 
 
frameworks and must not be subject to additional transparency or oversight 
obligations th",simplification,code of practice,GPAI_CoP,anti_deregulation,rights_protection,
24,135,14 October 2025,Company/business,SAP SE,Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088610_en,"The upcoming Digital Omnibus initiative presents a strategic opportunity to recalibrate Europe’s regulatory 
framework to better foster growth, innovation, and competitiveness. With this instrument, we urge the EU to 
take the approach “simple as possible, strict as necessary.” 

From SAP’s perspective, three legislative areas merit particular attention within this reform process: 

•  Data Act 

It is critical that the Omnibus includes a substantive review of the Data Act, with particular attention to 
provisions that negatively impact cloud service providers. As currently structured, the Data Act imposes 
considerable administrative burdens, regulatory overlaps, and compliance costs, while generating more risk 
and uncertainty than other data governance instruments mentioned in the Call for Evidence. A meaningful 
reduction of the regulatory burden in EU data governance requires the inclusion and revision of the Data Act. 

•  AI Act and Cyber Resilience Act 

SAP recommends delaying the application of the AI Act with respect to high-risk AI systems, as well as 
postponing the implementation of the Cyber Resilience Act, until clear and practical compliance guidance 
and European harmonised standards for presumption of conformity are available for both laws. Without such 
clarity, companies face significant uncertainty that hinders innovation, readiness, and in most severe cases – 
market access. 

SAP is concerned by the absence of any explicit reference to the Data Act or the AI Act or CRA delay in the 
Call for Evidence linked to this consultation. Excluding these three laws from the scope of the Omnibus – 
despite strong calls from EU industry for revision, clarification, or phased application – would represent a 
missed opportunity. Addressing them directly aligns with the recommendations of the Draghi report and 
would enable the Commission to strengthen its role as a champion of European economic resilience in an era 
of systemic global change. 

Please, find below SAP recommendations divided into the following sections: 

•  Overarching Principles in EU Digital Framework 
•  EU Data Framework 
•  EU Artificial Intelligence Framework 
•  EU Cybersecurity Framework 

Ref. Ares(2025)8736925 - 14/10/2025 
 
Table of contents 

Overarching Principles in EU Digital Framework .......................................................................................... 3 

EU Da",digital omnibus,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
25,144,14 October 2025,Company/business,ORANGE,France,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088583_en,"Committed to Europe 

Orange Group’s position on the European Commission consultation on the 
Digital Omnibus 

Executive Summary  

We warmly welcome the EC willingness to simplify the digital rule book. Achieving such a 
simplification is of paramount importance to ease operators’ compliance. This is one of the key 
aspects of strengthening EU competitiveness.  

We call the EC to adopt an ambitious Digital Omnibus proposal and ensure the same approach 
will apply to the future Digital Network Act. The current European Electronic Communications 
Code also deserves a substantial simplification exercise notably in terms of consumer protection 
rules, since some of them have become obsolete or redundant with EU horizontal laws.  

The main simplifications that should be included in the Digital Omnibus, and further detailed 
below, are the following:   

AI Act  

▪  The implementation of the rules on high-risk AI should be postponed to one year after the 

standardisation process has been finalised.  

▪  We call for setting up one single certification for all harmonised standards.  
▪  The Act should ensure that a single point of contact is available at national level covering the 

various public authorities in charge of monitoring the AI Act implementation.    

ePrivacy Directive  

▪  We call for the repeal of the provisions on metadata (art.6) to ensure operators can innovate 
and manage data under the same rules (GDPR) as other digital entities, while inserting the 
principle of confidentiality of communications in another EU law (ex: DNA, GDPR).  

Data Act  

▪  The Commission should clarify the scope of the Act as definitions of “Connected Product” 
and “Connected Service” create legal uncertainty, particularly regarding whether servers, 
routers, and set-top boxes fall under mandatory data-sharing rules. The Data Act should 
explicitly exclude some products such as rented or leased devices.  

▪  Overlaps between the Data Act and the GDPR risk conflicting data rights and hindering lawful 

innovation – guidance is necessary. 

Cybersecurity Regulations (NIS2, CER, CRA, DORA)  

▪  Reporting requirements should be simplified and streamlined across all Regulations, notably in 
terms of what should be reported, their thresholds, timelines and proced",digital omnibus; simplification,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
26,154,14 October 2025,Business association,Orgalim - Europe's Technology Industries,Belgium,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088554_en,"Europe’s technology industries, recommends EU 
policymakers to include in the digital omnibus the points listed in this paper. 

For Orgalim`s general recommendations on simplification, consult the report on: 
""Reduce regulatory burden to unleash competitiveness."" 

AI Act
Data Policy
Cybersecurity Policy
Annex I – Recommended Amendments to the AI Act
Annex II – Recommended Amendments to the Data Act
Annex III – Recommended Amendments to the GDPR
Annex IV - Recommended Amendments to the Cyber Resilience Act (CRA)
Annex V - Recommended Amendments to the NIS2 Directive

Artificial 
Intelligence 
Act

Read more: 
Orgalim 
position on the 
Apply AI 
Strategy 

1. Simplify the current high-risk AI classification

• Delete Article 6(1) and Annex I to avoid automatic classification of AI components as 
high-risk or;

• Merge Sections A and B of Annex I to apply a flexible, sectoral approach and;

• Clarify the scope of AI-based safety components through targeted legal assessments.

2. Postpone the application of the AI Act for high-risk systems

• Delay the application of high-risk requirements until 12 months after harmonised 
standards are published.

• Suspend fines temporarily until harmonised standards and guidelines are in place.

3. Clarify roles and responsibilities

• Introduce a defined role for “component AI suppliers” and clarify the responsibilities 
of a ""provider"" to distinguish between developers and integrators.

• Recognise the original supplier of AI systems and its shared post-market obligations. 

4. Targeted amendments to make the AI Act workable in practice

• Consult Annex I for proposed targeted amendments regarding the AI Act.

Ref. Ares(2025)8736480 - 14/10/2025 
 
 
 
 
2 

Data Policy

1. Data Act: Stop the clock and amend

Read more: 
Data Union 
Strategy: 
Setting the 
right 
framework to 
speed & scale 
up the use of 
industrial data 
in Europe  

• Postpone the application of Chapters 2, 3, 4 and 6 to 12 September 2026.

• Make Chapters 2 and 3 voluntary, supporting fair access through model contractual terms.

• Amend Articles 1(8), 4.6–4.8, and 5.9–5.11 to exclude trade secrets from mandatory
sharing.

• Targeted amendments are needed to make the Data Act workable in practice. See list in 
Annex II below.

2. GDPR simplification while maintaining strong data protection

• Clarify GDPR’s interaction with other laws (Data Act, AI Act) and adopt a ris",digital omnibus; simplification,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
27,169,14 October 2025,Business association,Bundesverband der Unternehmen der Künstlichen Intelligenz in Deutschland e.V. (German AI Association),Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088513_en,"Act’s  conformity  and  risk-management  obligations.  Without 
alignment,  AI  software  providers  risk  double  certiﬁcation:  one  for  cybersecurity  under 
the  CRA  and  another  for  safety  and  fundamental-rights  compliance  under  the  AI  Act. 
Furthermore,  unclear  deﬁnitions of “products with digital elements” add additional legal 
uncertainty.  For  startups, dual conformity assessments are costly and time-consuming, 
increases 
often  delaying  market  entry.  Ambiguous  classiﬁcation  of  AI  software 
compliance  risk  and  discourages 
in  safety-critical  and  embedded-AI 
applications. 

innovation 

Recommended Simpliﬁcation Measures:  

●  Uniﬁed  Conformity  Assessment.  Integrate  CRA  and  AI  Act  assessments  into  a 

single modular procedure with one audit and one certiﬁcate. 

●  Mutual  Recognition.  Results  of  a  CRA  security  evaluation  should  automatically 

count towards AI Act safety requirements where applicable. 

●  Exclude  stand-alone  software  AI  applications  from  CRA  obligations  unless 

they control hardware or network-critical functions. 

●  Common  Standardisation  Path.  Mandate  CEN  CENELEC/   ETSI  to  draft  joint 

harmonised standards for cybersecurity. 

●  SME  Support.  Offer 

to  EU-funded 
conformity-assessment  vouchers  for  startups  to meet CRA/AI Act requirements 
efﬁciently. 

fees  and  access 

reduced  audit 

3 ISO 27001 (NIS-2/CRA) and Annex VII (AI Act) outline comparable risk-management and documentation duties; mutual 
recognition could replace duplicate audits. 

Page 11 of 16 

 
 
 
 
 
●  Coordinated  Oversight.  Ensure  national  market  authorities  responsible  for  CRA 
and  AI  Act  supervision  cooperate  through  shared  databases  and  inspection 
planning to minimise redundant checks. 

5. Data Governance and Data Act 

The Data Act aims to enable data sharing and interoperability, but it often overlaps with 
the  obligations  set  out  in  the  GDPR  and  the  AI  Act.  Therefore,  it  should  also  be 
considered in the Digital Omnibus. 

While  the Data Act aims to reduce vendor lock-in with regard to cloud data, we believe 
that  certain  provisions,  due  to  their  clear  deﬁnition,  risk  undermining  the  business 
models  of  German  and  European  SaaS  and  AI  companies.  Many  of  these  providers, 
particularly  start-ups  and  scale-ups,  rely  on  yearly  or mul",digital omnibus,harmonised standards,AI_standards,pro_simplification,regulatory_coherence,
28,197,14 October 2025,Business association,"COCIR - European Coordination Committee of the Radiological, Electromedical and healthcare IT Industry",Belgium,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088410_en,"1000 BRUSSELS – Tel: +32 (0) 2 895 36 01 - http://www.cocir.org/ 
Transparency Register: 05366537746-69 - VAT: BE 0478.589.387 

Ref. Ares(2025)8734295 - 14/10/2025 
        
 
      
 
 
Integration of AI requirements in MDR/IVDR 

We  propose  embedding  relevant  high-risk  AI  requirements,  such  as  human 
oversight, data governance, logging, directly into Annex I of MDR/IVDR during 
upcoming revisions or as part of the Digital Omnibus Package. This: 

•  Ensures continuity of safety and compatibility of standards. 
•  Provides  legal  certainty  and  operational  clarity  for  manufacturers, 

regulators, and Notified Bodies. 

•  Leverages  existing  conformity  assessment  and  market  surveillance 

mechanisms. 

Postponement and grandfathering 

To enable effective implementation of a sectoral approach, COCIR supports 
extending the AI Act application deadline for MDR/IVDR-governed AI systems 
beyond 2 August 2027. Rather than setting a fixed new date, the timeline should 
start  once  key  prerequisites  are  in  place:  such  as  the  integration  of  the 
requirements into MDR/IVDR, designation of Notified Bodies, implementation 
of the Database, and availability of harmonised standards and guidance. This 
avoids  premature  obligations  amid  overlapping  requirements, 
limited 
capacity, and an incomplete regulatory framework. 

Furthermore,  protection  of  legitimate  expectations  is  essential  for  devices 
developed before 1 August 2024. The challenge stems from a lack of alignment 
between  the  MDR  and  the  EU  AI  Act.  Unlike  the  MDR,  which  includes 
transitional provisions under Article 120, the AI Act does not offer any form of 
grandfathering  for  existing  AI  systems.  Article  111  of  the  AI  Act  states  that, 
starting  August  2,  2027,  all  high-risk  AI  systems  falling  under  the  New 
Legislative Framework (NLF) - including those used in medical devices- must 
fully comply with the AI Act before they can be placed on the market. The latter 
is understood as each individual product, not product type. 

It 
is  not  possible  to  retroactively  fulfill  certain  product  development 
requirements – such as those concerning training, testing, validation, or data 
retention.  Many  algorithms  were  created  a  decade  ago  or  earlier,  at  a  time 

35, Square de Meeûs - 1000 BRUSSELS – Tel: +32 (0) 2 895 36 01 - http://www.coci",digital omnibus,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
29,199,14 October 2025,Company/business,ING Group,Netherlands,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088403_en,"Response to the European Commission’s Call for Evidence on Digital Omnibus 

This response provides ING’s key recommendations to simplify the digital regulatory framework in 
key areas for the banking sector. Our aim is to reduce the compliance burden while maintaining 
the underlying policy objectives, including resilience as a core consideration. The 
recommendations focus on four of the ﬁve pillars that will be covered by the Digital  Omnibus: 
Data, Cybersecurity, AI, and eIDAS/Business Wallet, including the following suggestions: 

  Data: Rely on EU-level frameworks like GDPR to avoid conﬂicting national rules, clarify how 
data minimisation interacts with other regulations, and harmonise supervisory reporting 
through a Single Reporting Window. 

  Cybersecurity: Harmonise overlapping cybersecurity requirements, exempt ﬁnancial services 

from CRA, and centralise incident reporting through a single EU channel. 

  AI Act:  Postpone high-risk AI obligations until 12 months after harmonised standards are 

published to ensure realistic compliance timelines. 

  eIDAS/Business Wallet: Create a EU-wide Business Wallet to standardise digital onboarding 
and e-signature rules, eliminate paper-based requirements, and clarify authentication 
overlaps between PSD2 and eIDAS 2.0. 

Data acquis - GDPR related 

Data location: do not diﬀerentiate within the EU  

Responsible data processing is a key consideration of GDPR which establishes a robust data 
protection and sharing environment. When it comes to personal data protection within the EU, we 
consider the GDPR is all-encompassing to safeguard data, and we do not see the need for further 
local regulation which may lead to unnecessary burdensome processes. However, for example 
Poland requires that personal data is stored within their country borders.  

 

In order to support the single market, ING suggests to rely on protection frameworks in place at 
EU level, such as GDPR, and requests member states to refrain from imposing domestic 
localisation requirements on top. This would ensure that institutions can store and process data 
eﬃciently within the EU where necessary.  

Clarify GDPR data minimisation principle in relation",digital omnibus,harmonised standards,AI_standards,pro_simplification,technical_feasibility,
30,215,14 October 2025,Company/business,MFE-MEDIAFOREUROPE N.V.,Italy,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088364_en,"m their audiences and strengthen the already dominant position of 
certain market players. Concerns on centralisation of consent at browser level have already been 
raised by publishers in the context of the negotiations on the ePrivacy Regulation proposal and on 
the  Cookie  Pledge.  We,  therefore,  caution  against  reinstating  this  requirement  in  the  upcoming 
Digital Omnibus. 

Ref. Ares(2025)8733343 - 14/10/2025 
 
 
 
AI Act implementation 

AI  development  has  a  significant  impact  on  the  media  sector,  bringing  both  opportunities  and 
challenges. The major challenges are copyright-related. Indeed, to train and develop their models, 
AI providers have scraped copyrighted content without authorization or consideration for any opt-
outs from rightsholders, ignoring the EU copyright framework. One of the key principles of the EU 
copyright acquis is authorization. We welcome the reminder in the AI Act that 'this Regulation does 
not affect the enforcement of copyright rules as provided for under Union law' (Recital 108), as well 
as the obligation in Article 53(c) to put in place a policy to comply with Union law on copyright and 
related rights. However, the Code of Practice on Artificial Intelligence (CoP) does not allow for the 
proper application of the EU copyright regulatory framework in the context of AI. For instance, by 
favouring the application of the TDM exception rather than the opt-in principle. Furthermore, the 
draft  template  for  a  'sufficiently  detailed  summary  of  the  content  used  for  training  the  general-
purpose  AI  model'  under  Article  53(1)(d)  fails  to  provide  rightsholders  with  the  necessary 
information  to  assess  whether  their  content  has  been  used  for  training  purposes.  Moreover, 
transparency over training data is an absolute prerequisite for any remuneration negotiation and/or 
removal request. We are concerned that any simplification in the implementation of the AI Act and 
related documents would further weaken their effectiveness and lead to a watering down of EU data 
regulation,  copyright  law,  and  media  pluralism.  On  the  contrary,  it  is  crucial  to  ensure  robust 
implementation in these areas to safeguard the reliability of information and the sustainability of 
the media sector. 

MFE-MEDIAFOREUROPE N.V., 14 October 2025",digital omnibus; simplification,code of practice,GPAI_CoP,anti_simplification,rights_protection,
31,221,14 October 2025,Business association,German Newspaper Publishers and Digitalpublishers Association (BDZV),Germany,https://ec.europa.eu/info/law/better-regulation/have-your-say/initiatives/14855-Simplification-digital-package-and-omnibus/F33088348_en,"to proposed changes, either in their substantive provisions or in the 
envisaged dates of entry into application.  

It is indisputable that one of the core objectives of the AI Act is ensuring compliance with Union 
law by AI Actors and securing a level playing ﬁeld whereby AI companies operating in the Union 
market  are  subject  to  a  common  set  of  rules,  irrespective  of  whether  those  providers  are 
established or located within the Union or in a third country. 

Against this background, BDZV and MVFP oppose any potential use of the Digital Omnibus as a 
means to either dilute, in any manner, delete altogether, or postpone the entry into application of 
the copyright-relevant obligations incumbent on providers of general-purpose AI models per Art. 
53(1)(c) and (d), which represent but an initial, yet still insu(cid:431)icient step that must necessarily be 
built upon.  

On the contrary, as the Commission seeks to achieve optimal implementation of the AI Act, the 
simpliﬁcation  process  presents  an  opportunity  to  revisit  and  greatly  improving  the  AI  Act 
implementation  package  adopted  in  July  this  year,  comprising  the  General-Purpose  AI  (GPAI) 
Code of Practice, the AI O(cid:431)ice’s transparency template for GPAI model providers to summarise 
the training content, and the GPAI guidelines, which represented a missed opportunity to provide 
meaningful protection of intellectual property rights in the context of generative AI and fell short 
of the EU AI Act’s own objectives. Only in this way will the objective laid down in the AI Act of 
helping rightsholders exercise and enforce their rights under Union law may be achieved and legal 
certainty for all stakeholders while be acquired, while also ensuring that the EU’s AI and digital 
frameworks remain coherent,  innovation-friendly, and  ﬁrmly respectful of intellectual property 
rights. 

5",digital omnibus,code of practice,GPAI_CoP,anti_deregulation,rights_protection,
